0,1,2,3,4,5
          54,Number,W06000015,Cardiff,Education,Most deprived 30% LSOAs in Wales (ranks 1-574)
          87,Number,W06000015,Cardiff,Education,Most deprived 50% LSOAs in Wales (ranks 1-958)
         218,Number,W06000015,Cardiff,Access to services,Total LSOAs
           0,Number,W06000015,Cardiff,Access to services,Most deprived 10% LSOAs in Wales (ranks 1-191)
           0,Number,W06000015,Cardiff,Access to services,Most deprived 20% LSOAs in Wales (ranks 1-382)
           7,Number,W06000015,Cardiff,Access to services,Most deprived 30% LSOAs in Wales (ranks 1-574)
          49,Number,W06000015,Cardiff,Access to services,Most deprived 50% LSOAs in Wales (ranks 1-958)
         218,Number,W06000015,Cardiff,Housing,Total LSOAs
          73,Number,W06000015,Cardiff,Housing,Most deprived 10% LSOAs in Wales (ranks 1-191)
          97,Number,W06000015,Cardiff,Housing,Most deprived 20% LSOAs in Wales (ranks 1-382)
         115,Number,W06000015,Cardiff,Housing,Most deprived 30% LSOAs in Wales (ranks 1-574)
         141,Number,W06000015,Cardiff,Housing,Most deprived 50% LSOAs in Wales (ranks 1-958)
         218,Number,W06000015,Cardiff,Community safety,Total LSOAs
          24,Number,W06000015,Cardiff,Community safety,Most deprived 10% LSOAs in Wales (ranks 1-191)
          49,Number,W06000015,Cardiff,Community safety,Most deprived 20% LSOAs in Wales (ranks 1-382)
          70,Number,W06000015,Cardiff,Community safety,Most deprived 30% LSOAs in Wales (ranks 1-574)
         103,Number,W06000015,Cardiff,Community safety,Most deprived 50% LSOAs in Wales (ranks 1-958)
         218,Number,W06000015,Cardiff,Physical environment,Total LSOAs
          84,Number,W06000015,Cardiff,Physical environment,Most deprived 10% LSOAs in Wales (ranks 1-191)
         133,Number,W06000015,Cardiff,Physical environment,Most deprived 20% LSOAs in Wales (ranks 1-382)
         167,Number,W06000015,Cardiff,Physical environment,Most deprived 30% LSOAs in Wales (ranks 1-574)
         205,Number,W06000015,Cardiff,Physical environment,Most deprived 50% LSOAs in Wales (ranks 1-958)
         153,Number,W06000016,Rhondda Cynon Taf,WIMD,Total LSOAs
          20,Number,W06000016,Rhondda Cynon Taf,WIMD,Most deprived 10% LSOAs in Wales (ranks 1-191)
          37,Number,W06000016,Rhondda Cynon Taf,WIMD,Most deprived 20% LSOAs in Wales (ranks 1-382)
          64,Number,W06000016,Rhondda Cynon Taf,WIMD,Most deprived 30% LSOAs in Wales (ranks 1-574)
          98,Number,W06000016,Rhondda Cynon Taf,WIMD,Most deprived 50% LSOAs in Wales (ranks 1-958)
         153,Number,W06000016,Rhondda Cynon Taf,Income,Total LSOAs
          14,Number,W06000016,Rhondda Cynon Taf,Income,Most deprived 10% LSOAs in Wales (ranks 1-191)
          35,Number,W06000016,Rhondda Cynon Taf,Income,Most deprived 20% LSOAs in Wales (ranks 1-382)
          56,Number,W06000016,Rhondda Cynon Taf,Income,Most deprived 30% LSOAs in Wales (ranks 1-574)
          94,Number,W06000016,Rhondda Cynon Taf,Income,Most deprived 50% LSOAs in Wales (ranks 1-958)
         153,Number,W06000016,Rhondda Cynon Taf,Employment,Total LSOAs
          24,Number,W06000016,Rhondda Cynon Taf,Employment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          44,Number,W06000016,Rhondda Cynon Taf,Employment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          68,Number,W06000016,Rhondda Cynon Taf,Employment,Most deprived 30% LSOAs in Wales (ranks 1-574)
         102,Number,W06000016,Rhondda Cynon Taf,Employment,Most deprived 50% LSOAs in Wales (ranks 1-958)
         153,Number,W06000016,Rhondda Cynon Taf,Health,Total LSOAs
          19,Number,W06000016,Rhondda Cynon Taf,Health,Most deprived 10% LSOAs in Wales (ranks 1-191)
          46,Number,W06000016,Rhondda Cynon Taf,Health,Most deprived 20% LSOAs in Wales (ranks 1-382)
          63,Number,W06000016,Rhondda Cynon Taf,Health,Most deprived 30% LSOAs in Wales (ranks 1-574)
         107,Number,W06000016,Rhondda Cynon Taf,Health,Most deprived 50% LSOAs in Wales (ranks 1-958)
         153,Number,W06000016,Rhondda Cynon Taf,Education,Total LSOAs
          31,Number,W06000016,Rhondda Cynon Taf,Education,Most deprived 10% LSOAs in Wales (ranks 1-191)
          54,Number,W06000016,Rhondda Cynon Taf,Education,Most deprived 20% LSOAs in Wales (ranks 1-382)
          81,Number,W06000016,Rhondda Cynon Taf,Education,Most deprived 30% LSOAs in Wales (ranks 1-574)
         109,Number,W06000016,Rhondda Cynon Taf,Education,Most deprived 50% LSOAs in Wales (ranks 1-958)
         153,Number,W06000016,Rhondda Cynon Taf,Access to services,Total LSOAs
           1,Number,W06000016,Rhondda Cynon Taf,Access to services,Most deprived 10% LSOAs in Wales (ranks 1-191)
           7,Number,W06000016,Rhondda Cynon Taf,Access to services,Most deprived 20% LSOAs in Wales (ranks 1-382)
          29,Number,W06000016,Rhondda Cynon Taf,Access to services,Most deprived 30% LSOAs in Wales (ranks 1-574)
          64,Number,W06000016,Rhondda Cynon Taf,Access to services,Most deprived 50% LSOAs in Wales (ranks 1-958)
         153,Number,W06000016,Rhondda Cynon Taf,Housing,Total LSOAs
           1,Number,W06000016,Rhondda Cynon Taf,Housing,Most deprived 10% LSOAs in Wales (ranks 1-191)
           8,Number,W06000016,Rhondda Cynon Taf,Housing,Most deprived 20% LSOAs in Wales (ranks 1-382)
          26,Number,W06000016,Rhondda Cynon Taf,Housing,Most deprived 30% LSOAs in Wales (ranks 1-574)
          72,Number,W06000016,Rhondda Cynon Taf,Housing,Most deprived 50% LSOAs in Wales (ranks 1-958)
         153,Number,W06000016,Rhondda Cynon Taf,Community safety,Total LSOAs
           6,Number,W06000016,Rhondda Cynon Taf,Community safety,Most deprived 10% LSOAs in Wales (ranks 1-191)
          26,Number,W06000016,Rhondda Cynon Taf,Community safety,Most deprived 20% LSOAs in Wales (ranks 1-382)
          52,Number,W06000016,Rhondda Cynon Taf,Community safety,Most deprived 30% LSOAs in Wales (ranks 1-574)
          90,Number,W06000016,Rhondda Cynon Taf,Community safety,Most deprived 50% LSOAs in Wales (ranks 1-958)
         153,Number,W06000016,Rhondda Cynon Taf,Physical environment,Total LSOAs
          15,Number,W06000016,Rhondda Cynon Taf,Physical environment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          41,Number,W06000016,Rhondda Cynon Taf,Physical environment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          57,Number,W06000016,Rhondda Cynon Taf,Physical environment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          94,Number,W06000016,Rhondda Cynon Taf,Physical environment,Most deprived 50% LSOAs in Wales (ranks 1-958)
         110,Number,W06000018,Caerphilly,WIMD,Total LSOAs
          12,Number,W06000018,Caerphilly,WIMD,Most deprived 10% LSOAs in Wales (ranks 1-191)
          28,Number,W06000018,Caerphilly,WIMD,Most deprived 20% LSOAs in Wales (ranks 1-382)
          41,Number,W06000018,Caerphilly,WIMD,Most deprived 30% LSOAs in Wales (ranks 1-574)
          65,Number,W06000018,Caerphilly,WIMD,Most deprived 50% LSOAs in Wales (ranks 1-958)
         110,Number,W06000018,Caerphilly,Income,Total LSOAs
          10,Number,W06000018,Caerphilly,Income,Most deprived 10% LSOAs in Wales (ranks 1-191)
          24,Number,W06000018,Caerphilly,Income,Most deprived 20% LSOAs in Wales (ranks 1-382)
          38,Number,W06000018,Caerphilly,Income,Most deprived 30% LSOAs in Wales (ranks 1-574)
          75,Number,W06000018,Caerphilly,Income,Most deprived 50% LSOAs in Wales (ranks 1-958)
         110,Number,W06000018,Caerphilly,Employment,Total LSOAs
          15,Number,W06000018,Caerphilly,Employment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          29,Number,W06000018,Caerphilly,Employment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          47,Number,W06000018,Caerphilly,Employment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          78,Number,W06000018,Caerphilly,Employment,Most deprived 50% LSOAs in Wales (ranks 1-958)
         110,Number,W06000018,Caerphilly,Health,Total LSOAs
          10,Number,W06000018,Caerphilly,Health,Most deprived 10% LSOAs in Wales (ranks 1-191)
          22,Number,W06000018,Caerphilly,Health,Most deprived 20% LSOAs in Wales (ranks 1-382)
          42,Number,W06000018,Caerphilly,Health,Most deprived 30% LSOAs in Wales (ranks 1-574)
          78,Number,W06000018,Caerphilly,Health,Most deprived 50% LSOAs in Wales (ranks 1-958)
         110,Number,W06000018,Caerphilly,Education,Total LSOAs
          18,Number,W06000018,Caerphilly,Education,Most deprived 10% LSOAs in Wales (ranks 1-191)
          34,Number,W06000018,Caerphilly,Education,Most deprived 20% LSOAs in Wales (ranks 1-382)
          46,Number,W06000018,Caerphilly,Education,Most deprived 30% LSOAs in Wales (ranks 1-574)
          77,Number,W06000018,Caerphilly,Education,Most deprived 50% LSOAs in Wales (ranks 1-958)
         110,Number,W06000018,Caerphilly,Access to services,Total LSOAs
           0,Number,W06000018,Caerphilly,Access to services,Most deprived 10% LSOAs in Wales (ranks 1-191)
           5,Number,W06000018,Caerphilly,Access to services,Most deprived 20% LSOAs in Wales (ranks 1-382)
          18,Number,W06000018,Caerphilly,Access to services,Most deprived 30% LSOAs in Wales (ranks 1-574)
          45,Number,W06000018,Caerphilly,Access to services,Most deprived 50% LSOAs in Wales (ranks 1-958)
         110,Number,W06000018,Caerphilly,Housing,Total LSOAs
           1,Number,W06000018,Caerphilly,Housing,Most deprived 10% LSOAs in Wales (ranks 1-191)
           6,Number,W06000018,Caerphilly,Housing,Most deprived 20% LSOAs in Wales (ranks 1-382)
          18,Number,W06000018,Caerphilly,Housing,Most deprived 30% LSOAs in Wales (ranks 1-574)
          47,Number,W06000018,Caerphilly,Housing,Most deprived 50% LSOAs in Wales (ranks 1-958)
         110,Number,W06000018,Caerphilly,Community safety,Total LSOAs
          16,Number,W06000018,Caerphilly,Community safety,Most deprived 10% LSOAs in Wales (ranks 1-191)
          30,Number,W06000018,Caerphilly,Community safety,Most deprived 20% LSOAs in Wales (ranks 1-382)
          52,Number,W06000018,Caerphilly,Community safety,Most deprived 30% LSOAs in Wales (ranks 1-574)
          81,Number,W06000018,Caerphilly,Community safety,Most deprived 50% LSOAs in Wales (ranks 1-958)
         110,Number,W06000018,Caerphilly,Physical environment,Total LSOAs
           8,Number,W06000018,Caerphilly,Physical environment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          17,Number,W06000018,Caerphilly,Physical environment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          33,Number,W06000018,Caerphilly,Physical environment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          69,Number,W06000018,Caerphilly,Physical environment,Most deprived 50% LSOAs in Wales (ranks 1-958)
          46,Number,W06000019,Blaenau Gwent,WIMD,Total LSOAs
           9,Number,W06000019,Blaenau Gwent,WIMD,Most deprived 10% LSOAs in Wales (ranks 1-191)
          17,Number,W06000019,Blaenau Gwent,WIMD,Most deprived 20% LSOAs in Wales (ranks 1-382)
          27,Number,W06000019,Blaenau Gwent,WIMD,Most deprived 30% LSOAs in Wales (ranks 1-574)
          35,Number,W06000019,Blaenau Gwent,WIMD,Most deprived 50% LSOAs in Wales (ranks 1-958)
          46,Number,W06000019,Blaenau Gwent,Income,Total LSOAs
          10,Number,W06000019,Blaenau Gwent,Income,Most deprived 10% LSOAs in Wales (ranks 1-191)
          16,Number,W06000019,Blaenau Gwent,Income,Most deprived 20% LSOAs in Wales (ranks 1-382)
          24,Number,W06000019,Blaenau Gwent,Income,Most deprived 30% LSOAs in Wales (ranks 1-574)
          34,Number,W06000019,Blaenau Gwent,Income,Most deprived 50% LSOAs in Wales (ranks 1-958)
          46,Number,W06000019,Blaenau Gwent,Employment,Total LSOAs
          11,Number,W06000019,Blaenau Gwent,Employment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          21,Number,W06000019,Blaenau Gwent,Employment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          28,Number,W06000019,Blaenau Gwent,Employment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          40,Number,W06000019,Blaenau Gwent,Employment,Most deprived 50% LSOAs in Wales (ranks 1-958)
          46,Number,W06000019,Blaenau Gwent,Health,Total LSOAs
           7,Number,W06000019,Blaenau Gwent,Health,Most deprived 10% LSOAs in Wales (ranks 1-191)
          19,Number,W06000019,Blaenau Gwent,Health,Most deprived 20% LSOAs in Wales (ranks 1-382)
          26,Number,W06000019,Blaenau Gwent,Health,Most deprived 30% LSOAs in Wales (ranks 1-574)
          38,Number,W06000019,Blaenau Gwent,Health,Most deprived 50% LSOAs in Wales (ranks 1-958)
          46,Number,W06000019,Blaenau Gwent,Education,Total LSOAs
          10,Number,W06000019,Blaenau Gwent,Education,Most deprived 10% LSOAs in Wales (ranks 1-191)
          23,Number,W06000019,Blaenau Gwent,Education,Most deprived 20% LSOAs in Wales (ranks 1-382)
          28,Number,W06000019,Blaenau Gwent,Education,Most deprived 30% LSOAs in Wales (ranks 1-574)
          39,Number,W06000019,Blaenau Gwent,Education,Most deprived 50% LSOAs in Wales (ranks 1-958)
          46,Number,W06000019,Blaenau Gwent,Access to services,Total LSOAs
           0,Number,W06000019,Blaenau Gwent,Access to services,Most deprived 10% LSOAs in Wales (ranks 1-191)
           6,Number,W06000019,Blaenau Gwent,Access to services,Most deprived 20% LSOAs in Wales (ranks 1-382)
          12,Number,W06000019,Blaenau Gwent,Access to services,Most deprived 30% LSOAs in Wales (ranks 1-574)
          23,Number,W06000019,Blaenau Gwent,Access to services,Most deprived 50% LSOAs in Wales (ranks 1-958)
          46,Number,W06000019,Blaenau Gwent,Housing,Total LSOAs
           0,Number,W06000019,Blaenau Gwent,Housing,Most deprived 10% LSOAs in Wales (ranks 1-191)
           0,Number,W06000019,Blaenau Gwent,Housing,Most deprived 20% LSOAs in Wales (ranks 1-382)
           4,Number,W06000019,Blaenau Gwent,Housing,Most deprived 30% LSOAs in Wales (ranks 1-574)
          25,Number,W06000019,Blaenau Gwent,Housing,Most deprived 50% LSOAs in Wales (ranks 1-958)
          46,Number,W06000019,Blaenau Gwent,Community safety,Total LSOAs
          13,Number,W06000019,Blaenau Gwent,Community safety,Most deprived 10% LSOAs in Wales (ranks 1-191)
          25,Number,W06000019,Blaenau Gwent,Community safety,Most deprived 20% LSOAs in Wales (ranks 1-382)
          33,Number,W06000019,Blaenau Gwent,Community safety,Most deprived 30% LSOAs in Wales (ranks 1-574)
          42,Number,W06000019,Blaenau Gwent,Community safety,Most deprived 50% LSOAs in Wales (ranks 1-958)
          46,Number,W06000019,Blaenau Gwent,Physical environment,Total LSOAs
           3,Number,W06000019,Blaenau Gwent,Physical environment,Most deprived 10% LSOAs in Wales (ranks 1-191)
           7,Number,W06000019,Blaenau Gwent,Physical environment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          12,Number,W06000019,Blaenau Gwent,Physical environment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          20,Number,W06000019,Blaenau Gwent,Physical environment,Most deprived 50% LSOAs in Wales (ranks 1-958)
          60,Number,W06000020,Torfaen,WIMD,Total LSOAs
           5,Number,W06000020,Torfaen,WIMD,Most deprived 10% LSOAs in Wales (ranks 1-191)
          18,Number,W06000020,Torfaen,WIMD,Most deprived 20% LSOAs in Wales (ranks 1-382)
          26,Number,W06000020,Torfaen,WIMD,Most deprived 30% LSOAs in Wales (ranks 1-574)
          35,Number,W06000020,Torfaen,WIMD,Most deprived 50% LSOAs in Wales (ranks 1-958)
          60,Number,W06000020,Torfaen,Income,Total LSOAs
           6,Number,W06000020,Torfaen,Income,Most deprived 10% LSOAs in Wales (ranks 1-191)
          19,Number,W06000020,Torfaen,Income,Most deprived 20% LSOAs in Wales (ranks 1-382)
          27,Number,W06000020,Torfaen,Income,Most deprived 30% LSOAs in Wales (ranks 1-574)
          39,Number,W06000020,Torfaen,Income,Most deprived 50% LSOAs in Wales (ranks 1-958)
          60,Number,W06000020,Torfaen,Employment,Total LSOAs
           6,Number,W06000020,Torfaen,Employment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          16,Number,W06000020,Torfaen,Employment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          26,Number,W06000020,Torfaen,Employment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          43,Number,W06000020,Torfaen,Employment,Most deprived 50% LSOAs in Wales (ranks 1-958)
          60,Number,W06000020,Torfaen,Health,Total LSOAs
           7,Number,W06000020,Torfaen,Health,Most deprived 10% LSOAs in Wales (ranks 1-191)
          18,Number,W06000020,Torfaen,Health,Most deprived 20% LSOAs in Wales (ranks 1-382)
          26,Number,W06000020,Torfaen,Health,Most deprived 30% LSOAs in Wales (ranks 1-574)
          40,Number,W06000020,Torfaen,Health,Most deprived 50% LSOAs in Wales (ranks 1-958)
          60,Number,W06000020,Torfaen,Education,Total LSOAs
           6,Number,W06000020,Torfaen,Education,Most deprived 10% LSOAs in Wales (ranks 1-191)
          16,Number,W06000020,Torfaen,Education,Most deprived 20% LSOAs in Wales (ranks 1-382)
          25,Number,W06000020,Torfaen,Education,Most deprived 30% LSOAs in Wales (ranks 1-574)
          38,Number,W06000020,Torfaen,Education,Most deprived 50% LSOAs in Wales (ranks 1-958)
          60,Number,W06000020,Torfaen,Access to services,Total LSOAs
           0,Number,W06000020,Torfaen,Access to services,Most deprived 10% LSOAs in Wales (ranks 1-191)
           3,Number,W06000020,Torfaen,Access to services,Most deprived 20% LSOAs in Wales (ranks 1-382)
           8,Number,W06000020,Torfaen,Access to services,Most deprived 30% LSOAs in Wales (ranks 1-574)
          21,Number,W06000020,Torfaen,Access to services,Most deprived 50% LSOAs in Wales (ranks 1-958)
          60,Number,W06000020,Torfaen,Housing,Total LSOAs
           0,Number,W06000020,Torfaen,Housing,Most deprived 10% LSOAs in Wales (ranks 1-191)
           2,Number,W06000020,Torfaen,Housing,Most deprived 20% LSOAs in Wales (ranks 1-382)
           8,Number,W06000020,Torfaen,Housing,Most deprived 30% LSOAs in Wales (ranks 1-574)
          22,Number,W06000020,Torfaen,Housing,Most deprived 50% LSOAs in Wales (ranks 1-958)
          60,Number,W06000020,Torfaen,Community safety,Total LSOAs
          12,Number,W06000020,Torfaen,Community safety,Most deprived 10% LSOAs in Wales (ranks 1-191)
          23,Number,W06000020,Torfaen,Community safety,Most deprived 20% LSOAs in Wales (ranks 1-382)
          29,Number,W06000020,Torfaen,Community safety,Most deprived 30% LSOAs in Wales (ranks 1-574)
          43,Number,W06000020,Torfaen,Community safety,Most deprived 50% LSOAs in Wales (ranks 1-958)
          60,Number,W06000020,Torfaen,Physical environment,Total LSOAs
           2,Number,W06000020,Torfaen,Physical environment,Most deprived 10% LSOAs in Wales (ranks 1-191)
           6,Number,W06000020,Torfaen,Physical environment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          13,Number,W06000020,Torfaen,Physical environment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          23,Number,W06000020,Torfaen,Physical environment,Most deprived 50% LSOAs in Wales (ranks 1-958)
          58,Number,W06000021,Monmouthshire,WIMD,Total LSOAs
           0,Number,W06000021,Monmouthshire,WIMD,Most deprived 10% LSOAs in Wales (ranks 1-191)
           3,Number,W06000021,Monmouthshire,WIMD,Most deprived 20% LSOAs in Wales (ranks 1-382)
           4,Number,W06000021,Monmouthshire,WIMD,Most deprived 30% LSOAs in Wales (ranks 1-574)
          11,Number,W06000021,Monmouthshire,WIMD,Most deprived 50% LSOAs in Wales (ranks 1-958)
          58,Number,W06000021,Monmouthshire,Income,Total LSOAs
           0,Number,W06000021,Monmouthshire,Income,Most deprived 10% LSOAs in Wales (ranks 1-191)
           3,Number,W06000021,Monmouthshire,Income,Most deprived 20% LSOAs in Wales (ranks 1-382)
           4,Number,W06000021,Monmouthshire,Income,Most deprived 30% LSOAs in Wales (ranks 1-574)
          15,Number,W06000021,Monmouthshire,Income,Most deprived 50% LSOAs in Wales (ranks 1-958)
          58,Number,W06000021,Monmouthshire,Employment,Total LSOAs
           0,Number,W06000021,Monmouthshire,Employment,Most deprived 10% LSOAs in Wales (ranks 1-191)
           2,Number,W06000021,Monmouthshire,Employment,Most deprived 20% LSOAs in Wales (ranks 1-382)
           4,Number,W06000021,Monmouthshire,Employment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          14,Number,W06000021,Monmouthshire,Employment,Most deprived 50% LSOAs in Wales (ranks 1-958)
          58,Number,W06000021,Monmouthshire,Health,Total LSOAs
           1,Number,W06000021,Monmouthshire,Health,Most deprived 10% LSOAs in Wales (ranks 1-191)
           2,Number,W06000021,Monmouthshire,Health,Most deprived 20% LSOAs in Wales (ranks 1-382)
           5,Number,W06000021,Monmouthshire,Health,Most deprived 30% LSOAs in Wales (ranks 1-574)
          13,Number,W06000021,Monmouthshire,Health,Most deprived 50% LSOAs in Wales (ranks 1-958)
          58,Number,W06000021,Monmouthshire,Education,Total LSOAs
           2,Number,W06000021,Monmouthshire,Education,Most deprived 10% LSOAs in Wales (ranks 1-191)
           3,Number,W06000021,Monmouthshire,Education,Most deprived 20% LSOAs in Wales (ranks 1-382)
           7,Number,W06000021,Monmouthshire,Education,Most deprived 30% LSOAs in Wales (ranks 1-574)
          12,Number,W06000021,Monmouthshire,Education,Most deprived 50% LSOAs in Wales (ranks 1-958)
          58,Number,W06000021,Monmouthshire,Access to services,Total LSOAs
          11,Number,W06000021,Monmouthshire,Access to services,Most deprived 10% LSOAs in Wales (ranks 1-191)
          21,Number,W06000021,Monmouthshire,Access to services,Most deprived 20% LSOAs in Wales (ranks 1-382)
          25,Number,W06000021,Monmouthshire,Access to services,Most deprived 30% LSOAs in Wales (ranks 1-574)
          36,Number,W06000021,Monmouthshire,Access to services,Most deprived 50% LSOAs in Wales (ranks 1-958)
          58,Number,W06000021,Monmouthshire,Housing,Total LSOAs
           1,Number,W06000021,Monmouthshire,Housing,Most deprived 10% LSOAs in Wales (ranks 1-191)
           7,Number,W06000021,Monmouthshire,Housing,Most deprived 20% LSOAs in Wales (ranks 1-382)
          14,Number,W06000021,Monmouthshire,Housing,Most deprived 30% LSOAs in Wales (ranks 1-574)
          21,Number,W06000021,Monmouthshire,Housing,Most deprived 50% LSOAs in Wales (ranks 1-958)
          58,Number,W06000021,Monmouthshire,Community safety,Total LSOAs
           0,Number,W06000021,Monmouthshire,Community safety,Most deprived 10% LSOAs in Wales (ranks 1-191)
           5,Number,W06000021,Monmouthshire,Community safety,Most deprived 20% LSOAs in Wales (ranks 1-382)
           9,Number,W06000021,Monmouthshire,Community safety,Most deprived 30% LSOAs in Wales (ranks 1-574)
          20,Number,W06000021,Monmouthshire,Community safety,Most deprived 50% LSOAs in Wales (ranks 1-958)
          58,Number,W06000021,Monmouthshire,Physical environment,Total LSOAs
           1,Number,W06000021,Monmouthshire,Physical environment,Most deprived 10% LSOAs in Wales (ranks 1-191)
           5,Number,W06000021,Monmouthshire,Physical environment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          11,Number,W06000021,Monmouthshire,Physical environment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          23,Number,W06000021,Monmouthshire,Physical environment,Most deprived 50% LSOAs in Wales (ranks 1-958)
         100,Number,W06000022,Newport,WIMD,Total LSOAs
          18,Number,W06000022,Newport,WIMD,Most deprived 10% LSOAs in Wales (ranks 1-191)
          32,Number,W06000022,Newport,WIMD,Most deprived 20% LSOAs in Wales (ranks 1-382)
          41,Number,W06000022,Newport,WIMD,Most deprived 30% LSOAs in Wales (ranks 1-574)
          51,Number,W06000022,Newport,WIMD,Most deprived 50% LSOAs in Wales (ranks 1-958)
         100,Number,W06000022,Newport,Income,Total LSOAs
          18,Number,W06000022,Newport,Income,Most deprived 10% LSOAs in Wales (ranks 1-191)
          33,Number,W06000022,Newport,Income,Most deprived 20% LSOAs in Wales (ranks 1-382)
          42,Number,W06000022,Newport,Income,Most deprived 30% LSOAs in Wales (ranks 1-574)
          54,Number,W06000022,Newport,Income,Most deprived 50% LSOAs in Wales (ranks 1-958)
         100,Number,W06000022,Newport,Employment,Total LSOAs
          14,Number,W06000022,Newport,Employment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          23,Number,W06000022,Newport,Employment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          34,Number,W06000022,Newport,Employment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          50,Number,W06000022,Newport,Employment,Most deprived 50% LSOAs in Wales (ranks 1-958)
         100,Number,W06000022,Newport,Health,Total LSOAs
          11,Number,W06000022,Newport,Health,Most deprived 10% LSOAs in Wales (ranks 1-191)
          24,Number,W06000022,Newport,Health,Most deprived 20% LSOAs in Wales (ranks 1-382)
          36,Number,W06000022,Newport,Health,Most deprived 30% LSOAs in Wales (ranks 1-574)
          51,Number,W06000022,Newport,Health,Most deprived 50% LSOAs in Wales (ranks 1-958)
         100,Number,W06000022,Newport,Education,Total LSOAs
          18,Number,W06000022,Newport,Education,Most deprived 10% LSOAs in Wales (ranks 1-191)
          26,Number,W06000022,Newport,Education,Most deprived 20% LSOAs in Wales (ranks 1-382)
          38,Number,W06000022,Newport,Education,Most deprived 30% LSOAs in Wales (ranks 1-574)
          57,Number,W06000022,Newport,Education,Most deprived 50% LSOAs in Wales (ranks 1-958)
         100,Number,W06000022,Newport,Access to services,Total LSOAs
           1,Number,W06000022,Newport,Access to services,Most deprived 10% LSOAs in Wales (ranks 1-191)
           6,Number,W06000022,Newport,Access to services,Most deprived 20% LSOAs in Wales (ranks 1-382)
          10,Number,W06000022,Newport,Access to services,Most deprived 30% LSOAs in Wales (ranks 1-574)
          32,Number,W06000022,Newport,Access to services,Most deprived 50% LSOAs in Wales (ranks 1-958)
         100,Number,W06000022,Newport,Housing,Total LSOAs
           9,Number,W06000022,Newport,Housing,Most deprived 10% LSOAs in Wales (ranks 1-191)
          22,Number,W06000022,Newport,Housing,Most deprived 20% LSOAs in Wales (ranks 1-382)
          35,Number,W06000022,Newport,Housing,Most deprived 30% LSOAs in Wales (ranks 1-574)
          52,Number,W06000022,Newport,Housing,Most deprived 50% LSOAs in Wales (ranks 1-958)
         100,Number,W06000022,Newport,Community safety,Total LSOAs
          23,Number,W06000022,Newport,Community safety,Most deprived 10% LSOAs in Wales (ranks 1-191)
          38,Number,W06000022,Newport,Community safety,Most deprived 20% LSOAs in Wales (ranks 1-382)
          51,Number,W06000022,Newport,Community safety,Most deprived 30% LSOAs in Wales (ranks 1-574)
          65,Number,W06000022,Newport,Community safety,Most deprived 50% LSOAs in Wales (ranks 1-958)
         100,Number,W06000022,Newport,Physical environment,Total LSOAs
          28,Number,W06000022,Newport,Physical environment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          54,Number,W06000022,Newport,Physical environment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          69,Number,W06000022,Newport,Physical environment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          89,Number,W06000022,Newport,Physical environment,Most deprived 50% LSOAs in Wales (ranks 1-958)
          79,Number,W06000023,Powys,WIMD,Total LSOAs
           1,Number,W06000023,Powys,WIMD,Most deprived 10% LSOAs in Wales (ranks 1-191)
           5,Number,W06000023,Powys,WIMD,Most deprived 20% LSOAs in Wales (ranks 1-382)
           9,Number,W06000023,Powys,WIMD,Most deprived 30% LSOAs in Wales (ranks 1-574)
          23,Number,W06000023,Powys,WIMD,Most deprived 50% LSOAs in Wales (ranks 1-958)
          79,Number,W06000023,Powys,Income,Total LSOAs
           1,Number,W06000023,Powys,Income,Most deprived 10% LSOAs in Wales (ranks 1-191)
           7,Number,W06000023,Powys,Income,Most deprived 20% LSOAs in Wales (ranks 1-382)
          10,Number,W06000023,Powys,Income,Most deprived 30% LSOAs in Wales (ranks 1-574)
          22,Number,W06000023,Powys,Income,Most deprived 50% LSOAs in Wales (ranks 1-958)
          79,Number,W06000023,Powys,Employment,Total LSOAs
